Language,Hits
El Molo,0
Bikol,0
Kandas,0
Gyong,0
Galolen,0
Nisa,0
Meramera,0
Tukang Besi North,0
Ngwe,0
Nzema,0
Molo,0
Bhele,0
Narango,0
Emberá-Baudó,0
Wiradhuri,0
Angkamuthi,0
Mocoví,0
Dibo,0
Russian Sign Language,0
Burduna,0
Pirahã,0
Hozo,0
Kuwaataay,0
Ibatan,0
Dogosé,0
Chug,0
Mekmek,0
Duma,0
Ngarinyin,0
Yankunytjatjara,0
Sulod,0
Kenati,0
Kuku-Mangk,0
Mbwela,0
Sena,0
Ebughu,0
Dan,0
Arigidi,0
Tagin,0
Mikasuki,0
Magar,0
Ngul,0
Guramalum,0
Tachelhit,0
Zaramo,0
Kaur,0
Chinook,0
Kaivi,0
Apali,0
Mpuono,0
Karadjeri,0
Kanikkaran,0
Sezo,0
Waru,0
Harsusi,0
Cokwe,0
Kam,0
Solong,0
Barombi,0
Sani,0
Inku,0
Parawen,0
Hemba,0
Awera,0
Lele,0
Makuva,0
Ninggerum,0
Bali,0
Blafe,0
Lucazi,0
Atampaya,0
Wewaw,0
Lampung Api,0
Kuvi,0
Ibuoro,0
Jumla Sign Language,0
Comanche,0
Tefaro,0
Nyaw,0
Wayu,0
Ulau-Suain,0
Uhami,0
Nyambo,0
Omaha-Ponca,0
Alladian,0
Akaselem,0
Wiarumus,0
Bashkardi,0
Holma,0
Taungyo,0
Ndunga,0
Ng’akarimojong,0
Tai Loi,0
Laven,0
Nawdm,0
Antigua and Barbuda Creole English,0
Uare,0
Tamahaq,0
Gabi-Gabi,0
Barapasi,0
Tawoyan,0
Katu,0
Kawacha,0
Quichua,0
Gaam,0
Wambaya,0
Mouk-Aria,0
Nde-Nsele-Nta,0
Arhâ,0
Garre,0
Arikapú,0
Xipaya,0
Ndaka,0
Ukwa,0
Burusu,0
Lauan,0
Yele,0
Bussa,0
Kaba Naa,0
Vehes,0
Tlingit,0
Sursurunga,0
Bintulu,0
Potiguára,0
Doutai,0
Urum,0
Kaburi,0
Masiwang,0
Shumcho,0
Mala,0
Uru,0
Yeyi,0
Barrow Point,0
Mbunga,0
Tagalaka,0
Unggumi,0
Ukrainian,0
Marquesan,0
Mangayat,0
Sambal,0
Kalabari,0
Kayabí,0
Ambae,0
Barikanchi,0
Zan Gula,0
Angal Heneng,0
Pele-Ata,0
Ngiti,0
Atorada,0
Tuwari,0
Lawangan,0
Bete,0
Kir-Balar,0
Benggoi,0
Mehek,0
Uya,0
Bhilali,0
Andio,0
Wala,0
Kurnai,0
Hunjara-Kaina Ke,0
Chukchi,0
Kwaya,0
Kapya,0
Taabwa,0
Punan Merah,0
Tadaksahak,0
Ambo,0
Ma’ya,0
Kobiana,0
Golpa,0
Bribri,0
Wanda,0
Enga,0
Biao-Jiao Mien,0
Glaro-Twabo,0
Bamenyam,0
Skou,0
Makolkol,0
Hawu,0
Hupdë,0
Kamang,0
Barikewa,0
Wikngenchera,0
Kankanaey,0
Mbuko,0
Ngundu,0
Obolo,0
Damar,0
Kakataibo-Kashibo,0
Ngie,0
Tera,0
Keijar,0
Kwerba Mamberamo,0
Fortsenal,0
Longgu,0
Hruso,0
Kiwai,0
Galeya,0
Kemberano,0
Vute,0
Tambotalo,0
Minderico,0
Bugan,0
Lotud,0
Tigak,0
Lhowa,0
Komi-Permyak,0
Kickapoo,0
Yurok,0
Mpoto,0
Wajuk,0
Mesqan,0
Kinaray-a,0
Napu,0
Hanga,0
Galambu,0
Aymara,0
Ngbee,0
Bedoanas,0
Karami,0
Kabalai,0
Lunda,0
Herdé,0
Honi,0
Bera,0
Mondropolon,0
Manyawa,0
Lari,0
Butuanon,0
Domu,0
Braj Bhasha,0
Nakara,0
Yao,0
Khuen,0
Bayot,0
Korafe-Yegha,0
Citak,0
Kokota,0
Playero,0
Foau,0
Borôro,0
Lardil,0
Ake,0
Manikion,0
Labir,0
Sonsorolese,0
Taushiro,0
Jaru,0
Bengali,0
Yitha Yitha,0
Wik-Keyangan,0
Chopi,0
Tippera,0
Banda-Bambari,0
Merwari,0
Miju-Mishmi,0
Gua,0
Ma’di,0
Wadaginam,0
Itik,0
Crioulo,0
Talieng,0
Yout Wam,0
Simeulue,0
Ma’anyan,0
Palaung,0
Korwa,0
Kala,0
Naami,0
Yawalapití,0
Ding,0
Vemgo-Mabas,0
Thai Sign Language,0
Tuma-Irumu,0
Ile Ape,0
Lawunuia,0
Nyemba,0
Tamashek,0
Burak,0
Cruzeño,0
Ixil,0
Dugun,0
Tuvaluan,0
Anmatyerre,0
Huitoto,0
Korupun-Sela,0
Badyara,0
Kalamsé,0
Tongan,0
Finongan,0
Kaxuiâna,0
Kanuri,0
Kayardild,0
Kungardutyi,0
Guahibo,0
Prussian,0
Mangbutu,0
Bade,0
Cacua,0
Columbia-Wenatchi,0
Assiniboine,0
Sindhi,0
Sowa,0
Wunumara,0
Gundungurra,0
Thai Song,0
Angolar,0
Kao,0
Rikou,0
Rakhine,0
Nyiha,0
Ikobi,0
Aisi,0
Samosa,0
Varisi,0
Waima,0
Karnai,0
Lubila,0
Ngindo,0
Xerénte,0
Shilluk,0
Naka’ela,0
Amo,0
Kepo’,0
Pholo,0
Tonsawang,0
Rwa,0
Yangum Dey,0
Erromintxela,0
Mo’da,0
Warao,0
Urumi,0
Daasanach,0
Nyangbo,0
Wik-Me’anha,0
Desiya,0
Afar,0
Wariyangga,0
Bats,0
Juang,0
Rutul,0
Kongo,0
Greek Sign Language,0
Miriti,0
Montagnais,0
Skagit,0
Yaur,0
Waray,0
Kachari,0
Pakanha,0
Ujir,0
Kembra,0
Yawuru,0
Rotuman,0
Buyang,0
Zarphatic,0
Piratapuyo,0
Lodhi,0
Karawa,0
Urat,0
Thudam,0
Dirari,0
Nadëb,0
Zeeuws,0
Mundat,0
Degenan,0
Terebu,0
Aari,0
Abanyom,0
Doromu-Koki,0
Kompane,0
Buhutu,0
Khao,0
Tareng,0
Ruuli,0
Kosare,0
Rufiji,0
Rotokas,0
Wotapuri-Katarqalai,0
Bomu,0
Duguri,0
Mixtec,0
Putai,0
Kwaio,0
Yeretuar,0
Phong-Kniang,0
Kombai,0
Kunza,0
Oirata,0
Turkish Sign Language,0
Bushi,0
Wergaia,0
Plains Indian Sign Language,0
Seeku,0
Ipili,0
Nafri,0
Thachanadan,0
Löyöp,0
Tagish,0
Ughele,0
Bhalay,0
Areba,0
Kwomtari,0
Puoc,0
Kudiya,0
Jèrriais,0
Chagatai,0
Yoruba,0
Alamblak,0
Mising,0
Papuma,0
Nalu,0
Tswa,0
Ambele,0
Odoodee,0
Mochi,0
Fipa,0
Daur,0
Varhadi-Nagpuri,0
Kadaru,0
Kemedzung,0
Ende,0
Sango,0
Ngombe,0
Lamkang,0
Shumashti,0
Chiduruma,0
Lehali,0
Burate,0
Omotik,0
Lisela,0
Goreng,0
Tembé,0
Narungga,0
Panawa,0
Syuba,0
Mro-Khimi,0
Hmong Daw,0
Asaro’o,0
Sagala,0
Malecite-Passamaquoddy,0
Cuvok,0
Machinga,0
Bo-Ung,0
Rakahanga-Manihiki,0
Mabaan,0
Dorze,0
Marangis,0
Wailapa,0
‡Ungkue,0
Evenki,0
Sonde,0
Anus,0
Kangri,0
Dyaabugay,0
Maquiritari,0
Wapishana,0
Tsakonian,0
Baka,0
Nhengatu,0
Kenye,0
Surgujia,0
Dieri,0
Mapena,0
Sukuma,0
Khalaj,0
Tsum,0
Nepalese Sign Language,0
Dhundari,0
Nipsan,0
Venda,0
Yine,0
Mafa,0
Wangaaybuwan-Ngiyambaa,0
Vaghat-Ya-Bijim-Legeri,0
Degexit’an,0
Vili,0
Natchez,0
Lozi,0
Martuyhunira,0
Vaiphei,0
Malimpung,0
Mamboru,0
Lasalimu,0
Shambala,0
Longuda,0
Baluan-Pam,0
British Sign Language,0
Nyawaygi,0
Malaysian Sign Language,0
Tai Yo,0
Kurichiya,0
Maskelynes,0
Gunditjmara,0
Arhuaco,0
Sheni,0
Uyajitaya,0
Chechen,0
Langi,0
Bassossi,0
Lahta,0
Jibu,0
Pumi,0
Zeem,0
Bariji,0
Uduk,0
Aiklep,0
Kashmiri,0
Thopho,0
Chinantec,0
Marshallese,0
Cemuhî,0
Wanggom,0
Komyandaret,0
Karakalpak,0
Dagik,0
Kis,0
Wakoná,0
Ghera,0
Nukak Makú,0
Khamyang,0
Birrpayi,0
Ulch,0
Ifugao,0
Hya,0
Gayil,0
Aighon,0
Fur,0
Judeo-Georgian,0
Modole,0
Paraujano,0
Sheko,0
Asu,0
Zayein,0
Koorete,0
Tu,0
Khinalugh,0
Waray-Waray,0
Movima,0
Paipai,0
Q’anjob’al,0
Nubri,0
Burun,0
’Are’are,0
Enwan,0
Bure,0
Komering,0
Aushiri,0
Olekha,0
Maleng,0
Bun,0
Occitan,0
Yabaâna,0
Yuracare,0
Vaghri,0
Yi,0
Kabwari,0
Katawixi,0
Wae Rana,0
Bwile,0
Chicomuceltec,0
Chácobo,0
Nedebang,0
Kazukuru,0
Siwu,0
Misima-Panaeati,0
Simbali,0
Angor,0
Aluo,0
Nafusi,0
Sîshëë,0
Havasupai-Walapai-Yavapai,0
Hun-Saare,0
Khunsari,0
Chaima,0
Lala-Roba,0
Namat,0
Parecís,0
Maringarr,0
Namia,0
Bunak,0
Sambe,0
Dia,0
Yugur,0
Ndogo,0
Ventureño,0
Patani,0
Tepecano,0
Qiang,0
Ngoreme,0
Hazaragi,0
Asháninka,0
Kaidipang,0
Malayo,0
Kamayo,0
Bongo,0
Ngongo,0
Mandan,0
Lega-Shabunda,0
Edo,0
Mòoré,0
Kantosi,0
Batak Dairi,0
Adele,0
Kuikúro-Kalapálo,0
Allar,0
Selepet,0
Arikara,0
Maridjabin,0
Kimré,0
Wutunhua,0
Cowlitz,0
Busam,0
Gurgula,0
Nyindrou,0
Wichí Lhamtés Güisnay,0
Tewa,0
Abaga,0
Awing,0
Kwerba,0
Awtuw,0
Anuak,0
Langam,0
Ndut,0
Churahi,0
Tanglang,0
Ayerrerenge,0
Karok,0
Nateni,0
Tajuasohn,0
Lakota,0
Bakaka,0
Bunu,0
Kemiehua,0
Bamun,0
Waigali,0
Kyanga,0
Tanzanian Sign Language,0
Maya,0
Koongo,0
Mansi,0
Patpatar,0
Samarokena,0
Isnag,0
Lasi,0
Bété,0
Umanakaina,0
Ubaghara,0
Urningangg,0
Limi,0
Haya,0
Suki,0
Arakwal,0
Tanna,0
Negerhollands,0
Mlap,0
Meskwaki,0
Yemba,0
Koitabu,0
Yaqay,0
Romani,0
Great Andamanese,0
Kensiu,0
Tumleo,0
Yil,0
Golin,0
Sened,0
Mlabri,0
Datooga,0
Guatemalan Sign Language,0
Cicipu,0
Naluo,0
Kadar,0
Catawba,0
Yandjibara,0
Kari,0
Kilivila,0
Papiamentu,0
Sorbian,0
Övdalian,0
Virgin Islands Creole English,0
Lengo,0
Moma,0
Pagi,0
Komi-Zyrian,0
Idaté,0
Lafofa,0
Uripiv-Wala-Rano-Atchin,0
Bidayuh,0
Takwane,0
Mato,0
Talu,0
Domung,0
Ngaju,0
Taruma,0
Wè Western,0
Kalanguya,0
Adnyamathanha,0
Luo,0
Anambé,0
Matlatzinca,0
Khamti,0
Kaptiau,0
Suwawa,0
Haruai,0
Lalu,0
Fa d’Ambu,0
Toma,0
Bagirmi,0
Bieria,0
Lanima,0
Moji,0
Kuri,0
Muzi,0
Bugun,0
Mahongwe,0
Akpes,0
Malaccan Creole Malay,0
Nuk,0
South African Sign Language,0
Fyam,0
Bugawac,0
Maewo,0
Guambiano,0
Tiale,0
Ossetic,0
Kalarko,0
Akpa,0
Tampulma,0
Chaldean Neo-Aramaic,0
Santhali,0
Himarimã,0
Kukele,0
Jangshung,0
Poke,0
Makian,0
Moroccan Sign Language,0
Esselen,0
Narak,0
Valencian Sign Language,0
Mangas,0
Biete,0
Nahari,0
Gban,0
Hung,0
Doghoro,0
Ravula,0
Catalan Sign Language,0
Apalaí,0
Fas,0
Guianese Creole French,0
Guduf-Gava,0
Gidar,0
Mághdì,0
Duya,0
Zenaga,0
Ogbia,0
Ekari,0
Kete,0
Pévé,0
Lamja-Dengsa-Tola,0
Nankina,0
Ambai,0
Yinhawangka,0
Agwagwune,0
Bulu,0
Chiangmai Sign Language,0
Bih,0
Pacahuara,0
Magahi,0
Sinhala,0
Tamanaku,0
Ashéninka,0
Mbugu,0
Wanman,0
Temein,0
Rukai,0
Kove,0
Silesian,0
Kalaamaya,0
Numèè,0
Yakama,0
Mehináku,0
Oko-Juwoi,0
Itonama,0
Saep,0
Gangulu,0
Walloon,0
Aurá,0
Suabo,0
Cavineña,0
Boor,0
Mirgan,0
Yawiyo,0
Nikyob-Nindem,0
Koonzime,0
Uneapa,0
Carib,0
Ngbandi,0
Mbara,0
Abkhaz,0
Pwaamei,0
Ewondo,0
Sunwar,0
Lungalunga,0
Kulango,0
Kambiwá,0
Murkim,0
Kulere,0
Tobati,0
Wandarang,0
Baimak,0
Koryak,0
Seneca,0
Leelau,0
Fwe,0
Makhuwa-Moniga,0
Gaa,0
Jamamadí,0
Dima,0
Inor,0
Jara,0
Kube,0
Kajakse,0
Cao Lan,0
Brokkat,0
Kang,0
Tomoip,0
Limba,0
Somray,0
Arikem,0
Sou,0
Kominimung,0
Kiput,0
Bacama,0
Kimbu,0
Malgbe,0
Nandi,0
Kaiep,0
Baras,0
Stieng,0
Rasawa,0
Phangduwali,0
Kalapuya,0
Kehu,0
Mandobo Atas,0
Adara,0
Mur Pano,0
Maritsauá,0
Kerak,0
Dhuwal,0
Naga,0
Spiti Bhoti,0
Leti,0
Merei,0
Caddo,0
Tuxináwa,0
Dyangadi,0
Sanie,0
Bukat,0
Gbayi,0
Gavak,0
Inuit Sign Language,0
Ñandeva,0
Yugambal,0
Chini,0
Holikachuk,0
Nage,0
Hulaulá,0
Mbukushu,0
Macuna,0
Chinali,0
Djinang,0
Belarusian,0
Lungga,0
Jere,0
Wab,0
Yawijibaya,0
Gikuyu,0
Mape,0
Chocangacakha,0
Shona,0
Buwal,0
Chidigo,0
Singpho,0
Halkomelem,0
Kyenele,0
Kumbaran,0
Kambaira,0
Kais,0
Badjiri,0
Hamba,0
Rema,0
Ngungwel,0
Mamanwa,0
Palenquero,0
Batanga,0
Wãpha,0
Lanoh,0
Pökoot,0
Rama,0
Nengone,0
Tima,0
Gulay,0
Lutachoni,0
Gurani,0
Marghi Central,0
Xinca,0
Kurmukar,0
Papitalai,0
Queyu,0
Laua,0
Abureni,0
Saba,0
Koyaga,0
Idu-Mishmi,0
Sarsi,0
Mala Malasar,0
Assyrian Neo-Aramaic,0
Lumbu,0
Naga Pidgin,0
Manide,0
Khengkha,0
Otomí,0
Chut,0
Boruca,0
Tagargrent,0
Ixcatec,0
Mengisa,0
Tahitian,0
Alangan,0
Fon,0
Uru-Pa-In,0
Watiwa,0
Kavalan,0
Semandang,0
Banda,0
Cabiyarí,0
Bambam,0
Pawnee,0
Nimadi,0
Korlai Creole Portuguese,0
Kissi,0
Kutenai,0
Pinai-Hagahai,0
Ayere,0
Girawa,0
Lemerig,0
Lezgi,0
Domari,0
Avá-Canoeiro,0
Zimba,0
Kahe,0
Yekhee,0
Pa’o,0
Mokilese,0
Kwasio,0
Lakondê,0
Lonzo,0
Kimbundu,0
Niellim,0
Mawa,0
Tobelo,0
Kwami,0
Bogaya,0
Maasai,0
Maninka,0
Kapriman,0
Onobasulu,0
Malankuravan,0
Laba,0
Nicaragua Creole English,0
Mi’kmaq,0
Kobon,0
Barzani Jewish Neo-Aramaic,0
Moingi,0
Gane,0
Esan,0
Phudagi,0
Kulung,0
Tita,0
Ngayawung,0
Azhe,0
Luguru,0
Bembe,0
Dawida,0
Kalinga,0
Sangil,0
Mpi,0
Papi,0
Wamin,0
Aruamu,0
Kulfa,0
Xamtanga,0
Gbaya-Bossangoa,0
Bote,0
Purik,0
Odual,0
Riang Lang,0
Saamia,0
Tii,0
Mingrelian,0
Muria,0
Mangala,0
Ezaa,0
Aneityum,0
Ikoma-Nata-Isenye,0
Wajarri,0
Bilua,0
Kanjari,0
Khlor,0
Hungarian,0
Nugunu,0
Songoora,0
Talise,0
Tagalog,0
Pulaar,0
N|u,0
Canichana,0
Lambya,0
Pancana,0
Futuna,0
Orokaiva,0
Gengle,0
Sasak,0
Ugong,0
Lega-Mwenga,0
Ubang,0
Beele,0
Dzando,0
Gweda,0
Jowulu,0
Salar,0
Danaru,0
Lembena,0
Ngaing,0
Omurano,0
Mofu,0
Khua,0
Semai,0
Cahuilla,0
Hmong Njua,0
Weyto,0
Puma,0
Danau,0
Mortlockese,0
Maii,0
Sehwi,0
Seri,0
Igala,0
Kujarge,0
Wayana,0
Ribun,0
Numbami,0
Tetela,0
Bumaji,0
Oluwanga,0
Jukun Takum,0
Punan Merap,0
Mursi,0
Kyak,0
Orang Seletar,0
Tumak,0
Ot Danum,0
Suyá,0
Awbono,0
Kioko,0
Majang,0
Muyuw,0
Tunisian Sign Language,0
Lamang,0
Wakawaka,0
Ajiya,0
Eviya,0
Kodi,0
Khoekhoe,0
Laari,0
Lemolang,0
Baloi,0
Chuwabu,0
Chorote,0
Taliabu,0
Narim,0
Masimasi,0
Oro Win,0
Batyala,0
Sakao,0
Basa,0
Kato,0
Ugandan Sign Language,0
Yerukula,0
Dagba,0
Loun,0
Inakeanon,0
Talysh,0
Engenni,0
Uvbie,0
Ndombe,0
Salinan,0
Breton,0
Hindustani,0
Slovene,0
Fanbak,0
Karipúna,0
Varli,0
Pijao,0
Sepa,0
Yanda,0
Providencia Sign Language,0
Balochi,0
Samay,0
Kaniet,0
Berta,0
Kaapor,0
Khmer,0
Kpessi,0
Sahu,0
Rajbanshi,0
Idesa,0
Japanese Sign Language,0
Nimo,0
Bendi,0
Awngthim,0
Gedaged,0
Tasawaq,0
Kwandu,0
Meoswar,0
Markweeta,0
Dabe,0
Tausug,0
Owenia,0
Bepour,0
Masbatenyo,0
Malas,0
Laru,0
Han,0
Uma,0
Munji,0
Ma,0
Vanimo,0
Momare,0
Nsenga,0
Greenlandic,0
Utu,0
Tanjijili,0
Puruborá,0
Amurdak,0
Secoya,0
Kumarbhag Paharia,0
Tuotomb,0
Pnar,0
Teressa,0
Col,0
Gambera,0
Lefa,0
Koromira,0
Mambila,0
Mamaindé,0
Batek,0
Nari Nari,0
Hukumina,0
Nindi,0
Aragonese,0
Ekit,0
Pangwali,0
Jerung,0
Buyu,0
Foodo,0
Khandesi,0
Yangulam,0
Igbo,0
Dagaari Dioula,0
T’apo,0
Páez,0
Zigula,0
Chung,0
Ngadjunmaya,0
Bankal,0
Noipä,0
Katang,0
Limbum,0
Lobi,0
Manambu,0
Hlai,0
French Belgian Sign Language,0
French Sign Language,0
Pattani,0
Bughotu,0
Swahili,0
Sinagen,0
Burui,0
Romansh,0
Shanenawa,0
Panasuan,0
Bom-Kim,0
Éwé,0
Winyé,0
Guinean Sign Language,0
Moru,0
Asas,0
Palawano,0
Dhungaloo,0
Mbangi,0
Kalispel-Pend d’Oreille,0
Jejueo,0
Medumba,0
Gamo-Ningi,0
Manya,0
Ngala,0
Goemai,0
Chipaya,0
Dineor,0
Kashubian,0
Laiyolo,0
Kemtuik,0
Yuyu,0
Usan,0
Tai Hongjin,0
Liki,0
Comorian,0
Rawa,0
Gitxsan,0
Burmeso,0
Nehan,0
Anindilyakwa,0
Klao,0
Ibino,0
Mashi,0
Achang,0
Lala,0
Téén,0
Shanga,0
Garus,0
Waurá,0
Nend,0
Njebi,0
Tanguat,0
Bamanankan,0
Bagheli,0
Sika,0
Ombamba,0
Turaka,0
Duau,0
Dyan,0
Gondi,0
Wejewa,0
Nyokon,0
Dhalandji,0
Brokskat,0
Pauserna,0
Nyeshangte,0
Kugbo,0
Tingui-Boto,0
Okodia,0
Kande,0
Fijian,0
Ede Ica,0
Tubar,0
Mumuye,0
Ngoshie,0
Kupsapiiny,0
Wogeo,0
Tomini,0
Karirí-Xocó,0
Thawa,0
Notsi,0
Palula,0
Dehwari,0
Gudanji,0
|Gwi,0
Havu,0
Changthang,0
Sabüm,0
Sara Kaba,0
Bo-Rukul,0
Croatia Sign Language,0
Afghan Sign Language,0
Wiyot,0
Apinayé,0
Amol,0
Bimoba,0
Maragus,0
Sihan,0
Lukpa,0
Iranun,0
Kuwaa,0
Yopno,0
Anyin,0
Sop,0
Khowar,0
Azerbaijani,0
Amanayé,0
Ukpet-Ehom,0
Banaro,0
Kokola,0
Dusner,0
Pelende,0
Tehuelche,0
Likila,0
Kaduo,0
Dek,0
Usarufa,0
Tunica,0
Pampangan,0
Tocho,0
Cocopa,0
Ketangalan,0
Arutani,0
Tsou,0
Faroese,0
Taiwan Sign Language,0
Sherpa,0
Tikopia,0
Caluyanun,0
Gen,0
Dayi,0
Kulon-Pazeh,0
Bambili-Bambui,0
Surjapuri,0
Tanapag,0
Piscataway,0
Gronings,0
Naxi,0
Neyo,0
Western Neo-Aramaic,0
Boga,0
Kati,0
Poqomchi’,0
Ngangam,0
Pwapwâ,0
Pini,0
Budukh,0
Wyandot,0
Pattapu,0
Port Sandwich,0
Tunggare,0
Bung,0
Hasha,0
Dengka,0
Mocho,0
Pouye,0
Nisi,0
Sandawe,0
Kayah,0
Korubo,0
Yanomámi,0
Shelta,0
Maka,0
Mungbam,0
Mandaya,0
Malayic Dayak,0
Xârâgurè,0
Trimuris,0
Dela-Oenale,0
Puelche,0
Semelai,0
Waamwang,0
Tarjumo,0
Hahon,0
Samogitian,0
Tinigua,0
Mwimbi-Muthambi,0
Kumzari,0
Mapidian,0
Omi,0
Saek,0
Agob,0
Ayta,0
Mok,0
Maxakalí,0
Wantoat,0
Livvi-Karelian,0
Mairasi,0
Kamas,0
Wik-Ngathana,0
Marathi,0
Samre,0
Curripaco,0
Orokolo,0
Caramanta,0
Arandai,0
Awak,0
Spanish Sign Language,0
Khorasani Turkish,0
Bora,0
Lombard,0
Flemish Sign Language,0
Tuamotuan,0
Qawasqar,0
Fagani,0
Wara,0
Itene,0
Marino,0
Nahali,0
Lemio,0
Kasem,0
Itu Mbon Uzo,0
Tai Thanh,0
Budza,0
Maaka,0
Kobol,0
Emberá-Chamí,0
Kovai,0
Saliba,0
Are,0
Karajá,0
Ewage-Notu,0
Tebul Sign Language,0
Mulgi,0
Walak,0
Tala,0
Nora,0
Mailu,0
Choni,0
Baiso,0
Yaaku,0
Evant,0
Lijili,0
Mekeo,0
Mina,0
Kaxararí,0
Atikamekw,0
Gude,0
Ambakich,0
Ocaina,0
Sonha,0
Zambian Sign Language,0
Sengele,0
Wadikali,0
Watubela,0
Lithuanian Sign Language,0
Andaandi,0
Italian Sign Language,0
Kara,0
Dzao Min,0
Nomu,0
Bosmun,0
Nauruan,0
Dwang,0
Rennell-Bellona,0
Sajau Basap,0
Lala-Bisa,0
Mah Meri,0
Minriq,0
Thangmi,0
Saposa,0
Yom,0
Kaiy,0
Shubi,0
Tae’,0
Efutop,0
Dogon,0
Tapeba,0
Miyako,0
Luyana,0
Gvoko,0
Chenchu,0
Marghi South,0
Udi,0
Shiki,0
Dongxiang,0
Narom,0
Paranawát,0
Doka,0
Gowro,0
Cuyonon,0
Islander Creole English,0
Maranao,0
Irántxe,0
Amundava,0
Emae,0
Flaaitaal,0
Muluridyi,0
Matukar,0
Bamu,0
Tee,0
Burushaski,0
Khamba,0
Bozo,0
Boano,0
Ili Turki,0
Ninam,0
Chesu,0
Pidgin,0
Kpasham,0
Zarma,0
Sanglechi,0
Panchpargania,0
Bangba,0
Chambeali,0
Tebi,0
Hote,0
Wushi,0
Ofayé,0
Ririo,0
Lithuanian,0
Mama,0
Sangu,0
Bulgebi,0
Reshe,0
Korowai,0
Eki,0
Kuanua,0
Kigiryama,0
Khakas,0
Suba,0
Wipi,0
Cineni,0
Tai Dón,0
Hungarian Sign Language,0
Polari,0
Mócheno,0
Aimele,0
Guliguli,0
Zaza,0
Wilawila,0
Waimiri-Atroarí,0
Sukur,0
Wagawaga,0
Tugun,0
Ningera,0
Latvian,0
Ndai,0
Yongkom,0
Sensi,0
Nias,0
Ethiopian Sign Language,0
Bati,0
Kuijau,0
Wasu,0
Koli,0
Lamatuka,0
Maranunggu,0
Vietnamese,0
Lacid,0
Yavitero,0
Blablanga,0
Serili,0
Ho,0
Chamling,0
Papel,0
Squamish,0
Aushi,0
Quileute,0
Bahnar,0
Ghodoberi,0
Ternate,0
Amuzgo,0
Daonda,0
Letemboi,0
Daatsʼíin,0
Larteh,0
Dura,0
Tagakaulo,0
Kabiyè,0
Koroshi,0
Ganang,0
Kur,0
Baibai,0
Noy,0
Pular,0
Mapoyo,0
Baetora,0
